,name,catagory,symbol,linkQuate,BS_standalone_link,EQUITY SHARE CAPITAL,TOTAL SHARE CAPITAL,RESERVES AND SURPLUS,TOTAL RESERVES AND SURPLUS,TOTAL SHAREHOLDERS FUNDS,LONG TERM BORROWINGS,DEFERRED TAX LIABILITIES [NET],OTHER LONG TERM LIABILITIES,LONG TERM PROVISIONS,TOTAL NON-CURRENT LIABILITIES,SHORT TERM BORROWINGS,TRADE PAYABLES,OTHER CURRENT LIABILITIES,SHORT TERM PROVISIONS,TOTAL CURRENT LIABILITIES,TOTAL CAPITAL AND LIABILITIES,TANGIBLE ASSETS,INTANGIBLE ASSETS,CAPITAL WORK-IN-PROGRESS,OTHER ASSETS,FIXED ASSETS,NON-CURRENT INVESTMENTS,DEFERRED TAX ASSETS [NET],LONG TERM LOANS AND ADVANCES,OTHER NON-CURRENT ASSETS,TOTAL NON-CURRENT ASSETS,CURRENT INVESTMENTS,INVENTORIES,TRADE RECEIVABLES,CASH AND CASH EQUIVALENTS,SHORT TERM LOANS AND ADVANCES,OTHERCURRENTASSETS,TOTAL CURRENT ASSETS,TOTAL ASSETS,CONTINGENT LIABILITIES,RAW MATERIALS,"STORES, SPARES AND LOOSE TOOLS",TRADE/OTHER GOODS,CAPITAL GOODS,EXPENDITURE IN FOREIGN CURRENCY,DIVIDEND REMITTANCE IN FOREIGN CURRENCY,FOB VALUE OF GOODS,OTHER EARNINGS,BONUS EQUITY SHARE CAPITAL,NON-CURRENT INVESTMENTS QUOTED MARKET VALUE,NON-CURRENT INVESTMENTS UNQUOTED BOOK VALUE,CURRENT INVESTMENTS QUOTED MARKET VALUE,CURRENT INVESTMENTS UNQUOTED BOOK VALUE
44,Solar Ind,chemicals,SOLARIND,SII04,http://www.moneycontrol.com/financials/solarindustriesindia/balance-sheetVI/SII04#SII04,18.1,18.1,1003.28,1003.28,1021.38,63.45,72.24,0.35,0.0,136.04,38.74,106.33,78.52,3.45,227.04,1384.46,541.11,3.69,30.43,0.0,577.14,129.85,0.0,122.36,57.96,887.31,0.02,100.28,205.96,64.98,25.64,100.27,497.15,1384.46,608.68,0.0,0.0,0.0,0.0,104.61,0.0,0.0,278.17,0.0,0.0,129.85,0.02,0.0
45,Sree Rayalaseem,chemicals,SREERAYALASEEM,SRH03,http://www.moneycontrol.com/financials/sreerayalaseemahistrengthhyp/balance-sheetVI/SRH03#SRH03,17.16,17.16,294.4,294.4,311.57,0.94,4.66,11.58,0.98,18.16,38.61,24.99,50.56,0.95,115.11,444.84,137.74,0.0,3.05,23.75,164.54,18.44,0.0,0.0,14.25,197.23,0.0,36.71,82.03,86.42,0.83,41.63,247.61,444.84,62.66,85.2,0.0,0.0,0.0,37.22,0.0,240.77,0.0,0.0,18.42,0.01,0.0,0.0
46,Standard Ind,chemicals,STANDARDIND,SI36,http://www.moneycontrol.com/financials/standardindustries/balance-sheetVI/SI36#SI36,32.16,32.16,-21.63,-21.63,10.54,112.77,0.0,0.0,5.84,118.6,0.8,4.52,281.78,0.35,287.44,416.58,29.47,2.03,0.0,18.79,50.29,84.64,0.0,1.98,23.73,160.64,134.19,0.22,13.37,7.68,0.0,100.49,255.95,416.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.79,0.0,59.75,15.99,143.1
47,Tata Chemicals,chemicals,TATACHEMICALS,TC,http://www.moneycontrol.com/financials/tatachemicals/balance-sheetVI/TC#TC,254.82,254.82,11722.5,11722.5,11977.32,10.41,59.55,10.67,163.37,244.0,0.0,574.99,463.25,199.64,1237.88,13459.2,2179.43,52.75,402.13,21.11,2655.69,6662.29,0.0,0.92,773.43,10092.33,1301.33,701.17,139.84,879.58,0.23,344.72,3366.87,13459.2,1925.53,0.0,0.0,0.0,0.0,360.23,0.0,0.0,115.8,105.4,3207.52,4685.09,0.0,1301.33
48,Thirumalai Chem,chemicals,THIRUMALAICHEM,TC07,http://www.moneycontrol.com/financials/thirumalaichemicals/balance-sheetVI/TC07#TC07,10.24,10.24,545.17,545.17,555.41,126.28,44.6,0.0,8.28,179.16,0.0,218.14,33.49,2.02,253.65,988.22,328.37,0.32,70.79,0.0,399.48,118.68,0.0,15.08,18.46,551.7,0.0,132.67,64.21,185.01,0.0,54.63,436.52,988.22,83.96,0.0,0.0,0.0,0.0,38.0,0.0,0.0,84.6,0.0,49.41,69.27,0.0,0.0
49,UPL,chemicals,UPL,UP04,https://www.moneycontrol.com/financials/upl/balance-sheetVI/UP04#UP04,153.0,153.0,7871.0,7871.0,8024.0,458.0,165.0,85.0,0.0,708.0,539.0,3297.0,1130.0,130.0,5096.0,13828.0,3250.0,2104.0,804.0,0.0,6240.0,1406.0,0.0,64.0,432.0,8142.0,0.0,1316.0,3161.0,163.0,2.0,1044.0,5686.0,13828.0,685.0,0.0,0.0,0.0,0.0,2955.54,0.0,0.0,4354.71,91.86,5.0,1401.0,0.0,0.0
50,Vadivarhe Speci,chemicals,VADIVARHESPECI,VSC04,http://www.moneycontrol.com/financials/vadivarhespecialitychemicals/balance-sheetVI/VSC04#VSC04,12.78,12.78,14.7,14.7,27.49,12.73,2.15,0.01,0.58,15.47,5.79,4.9,3.02,1.07,14.78,57.74,25.98,0.11,1.88,0.0,27.98,0.05,0.0,6.14,0.2,34.37,0.0,6.6,12.7,0.58,3.46,0.03,23.37,57.74,1.4,4.25,0.0,0.0,0.95,0.09,0.0,3.84,0.0,7.26,0.0,0.05,0.0,0.0
51,Valiant Organic,chemicals,VALIANTORGANIC,VO03,http://www.moneycontrol.com/financials/valiantorganics/balance-sheetVI/VO03#VO03,12.15,14.37,357.16,357.16,371.53,80.7,12.94,0.0,0.37,94.01,22.14,83.98,36.11,3.13,145.36,610.9,252.53,2.84,129.12,0.0,384.49,15.02,0.0,21.08,0.0,420.6,0.92,40.93,110.8,10.58,27.08,0.0,190.3,610.9,32.96,0.0,0.0,0.0,0.0,51.05,0.0,85.0,0.0,3.63,0.73,0.0,0.0,0.0
52,Vikas Ecotech,chemicals,VIKASECOTECH,VGO01,http://www.moneycontrol.com/financials/vikasecotech/balance-sheetVI/VGO01#VGO01,27.99,27.99,115.0,115.0,142.99,4.44,0.0,0.0,0.28,4.72,139.69,25.64,32.08,0.01,197.42,345.13,29.6,0.0,0.0,1.84,31.43,0.0,1.0,0.22,17.96,50.61,0.0,110.46,108.02,9.33,0.0,66.69,294.51,345.13,1.6,0.0,0.0,0.0,0.0,43.69,0.0,57.59,0.0,15.25,0.0,0.0,0.0,0.0
53,Vikas WSP,chemicals,VIKASWSP,VWS,http://www.moneycontrol.com/financials/vikaswsp/balance-sheetVI/VWS#VWS,20.44,20.44,1124.63,1124.63,1145.07,0.0,-6.04,0.0,7.88,1.84,135.65,77.28,331.68,0.23,544.84,1691.75,634.06,0.01,11.56,0.0,645.63,0.0,0.0,0.0,285.96,931.6,0.0,73.03,605.61,1.84,0.0,79.67,760.15,1691.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Vinati Organics,chemicals,VINATIORGANICS,VO01,http://www.moneycontrol.com/financials/vinatiorganics/balance-sheetVI/VO01#VO01,10.28,10.28,1269.13,1269.13,1279.41,0.0,70.48,4.07,0.0,74.56,0.35,55.66,28.57,4.44,89.01,1442.97,749.09,1.67,30.97,0.0,781.73,0.0,0.0,0.0,18.68,800.41,227.39,93.17,201.78,53.7,0.3,66.22,642.56,1442.97,77.37,0.0,0.0,0.0,0.0,148.82,0.0,0.0,782.45,3.28,0.0,0.0,0.0,149.49
55,Vinyl Chemicals,chemicals,VINYLCHEMICALS,VCI02,http://www.moneycontrol.com/financials/vinylchemicals(india)/balance-sheetVI/VCI02#VCI02,1.83,1.83,59.31,59.31,61.15,0.49,0.0,0.0,0.13,0.63,0.0,91.8,1.94,0.07,93.81,155.59,0.21,0.0,0.0,0.0,0.21,0.0,0.03,0.0,0.63,0.88,47.42,47.82,45.59,11.5,0.0,2.38,154.71,155.59,6.45,0.0,0.0,0.0,0.0,324.19,0.0,1.21,11.24,0.0,0.0,0.0,0.0,0.0
56,Vishnu Chemical,chemicals,VISHNUCHEMICAL,VC17,http://www.moneycontrol.com/financials/vishnuchemicals/balance-sheetVI/VC17#VC17,11.95,88.58,115.04,115.04,203.62,107.42,39.63,28.92,3.53,179.5,146.22,126.84,38.75,0.39,312.21,695.33,315.19,0.0,26.51,0.0,341.7,6.57,0.0,7.92,10.75,366.94,0.0,191.56,95.91,14.82,0.0,26.09,328.39,695.33,12.57,0.0,0.0,0.0,0.0,44.89,0.0,278.22,0.0,0.0,0.81,5.76,0.0,0.0
0,Godfrey Phillip,cigarettes,GODFREYPHILLIP,GPI,http://www.moneycontrol.com/financials/godfreyphillipsindia/balance-sheetVI/GPI#GPI,10.4,10.4,2050.45,2050.45,2060.85,0.0,2.42,284.68,23.51,310.61,11.14,250.55,449.08,15.07,725.84,3097.29,969.75,3.95,15.9,8.22,998.43,1062.73,0.0,5.51,71.33,2137.99,127.19,614.01,66.67,36.78,1.4,113.24,959.3,3097.29,165.9,0.0,0.0,0.0,0.0,244.0,0.0,597.0,0.0,8.68,982.57,100.54,127.19,0.0
1,Golden Tobacco,cigarettes,GOLDENTOBACCO,GT09,http://www.moneycontrol.com/financials/goldentobacco/balance-sheetVI/GT09#GT09,17.59,17.59,-173.14,-173.14,-155.56,0.0,0.0,0.0,0.0,0.0,2.0,5.58,378.38,2.47,388.43,232.87,7.72,0.0,0.0,0.0,7.72,4.2,0.0,0.0,189.59,201.51,0.0,23.98,3.0,3.01,0.0,1.37,31.36,232.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ITC,cigarettes,ITC,ITC,http://www.moneycontrol.com/financials/itc/balance-sheetVI/ITC#ITC,1229.22,1229.22,60777.76,60777.76,64029.16,5.63,1617.65,349.72,143.79,2116.79,0.0,3446.74,5524.73,117.94,9089.41,75235.36,19612.74,519.45,2776.31,385.36,23297.75,13455.59,0.0,3.31,1971.8,38728.45,17175.02,8038.07,2092.0,6843.27,4.87,2353.68,36506.91,75235.36,2357.74,1503.0,0.0,0.0,382.0,0.0,0.0,3506.0,0.0,1113.14,10592.71,3091.69,3122.85,14061.11
3,Kothari Product,cigarettes,KOTHARIPRODUCT,KP06,http://www.moneycontrol.com/financials/kothariproducts/balance-sheetVI/KP06#KP06,29.84,29.84,873.71,873.71,903.55,0.0,0.0,1.81,0.0,1.81,701.61,36.02,6.7,0.0,744.33,1649.69,11.99,0.0,0.0,32.62,44.61,222.35,2.8,65.68,17.69,353.13,14.41,5.91,1012.19,28.23,220.44,15.38,1296.56,1649.69,801.0,0.0,2360.76,2360.76,0.0,2361.03,0.0,2228.25,0.0,28.01,0.0,222.35,14.41,0.0
4,VST,cigarettes,VST,VST,http://www.moneycontrol.com/financials/vstindustries/balance-sheetVI/VST#VST,15.44,15.44,771.64,771.64,787.09,0.0,0.0,0.0,19.85,19.85,0.0,142.83,447.26,0.0,590.1,1397.04,187.05,0.05,12.65,0.0,199.75,1.79,26.4,0.12,5.22,233.28,751.2,297.74,15.37,37.45,0.01,61.98,1163.75,1397.04,39.82,24.66,0.0,0.0,19.79,2.55,47.18,117.67,0.0,13.67,1.65,0.14,751.2,0.0
0,Elgi Equipments,compressors,ELGIEQUIPMENTS,EE01,http://www.moneycontrol.com/financials/elgiequipments/balance-sheetVI/EE01#EE01,15.85,15.85,694.15,694.15,710.02,0.0,0.0,3.42,5.88,9.3,97.5,129.24,44.39,10.86,281.99,1001.31,222.91,5.42,3.6,5.55,237.48,173.58,1.86,60.37,14.61,487.89,0.0,130.2,255.89,44.58,15.21,67.54,513.42,1001.31,20.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,4.88,168.7,0.0,0.0
1,Ingersoll Rand,compressors,INGERSOLLRAND,IRI01,http://www.moneycontrol.com/financials/ingersollrand(india)/balance-sheetVI/IRI01#IRI01,31.57,31.57,349.56,349.56,381.13,4.31,0.36,4.68,0.13,9.48,3.62,113.78,38.45,5.75,161.6,552.21,117.08,0.41,1.14,0.0,118.63,0.0,0.0,0.97,28.0,147.6,0.0,78.86,142.25,160.52,3.78,19.2,404.61,552.21,122.45,0.0,142.78,142.78,0.0,18.68,72.42,0.0,186.0,31.3,0.0,0.0,0.0,0.0
2,Revathi CP,compressors,REVATHICP,RCP,http://www.moneycontrol.com/financials/revathicpequipment/balance-sheetVI/RCP#RCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Airan,computershardware,AIRAN,A09,http://www.moneycontrol.com/financials/airan/balance-sheetVI/A09#A09,25.0,25.0,55.5,55.5,80.51,6.0,7.07,0.0,0.0,13.07,1.64,0.59,4.13,0.0,6.35,99.93,55.85,0.0,0.0,0.0,55.85,2.42,0.0,0.0,0.0,58.27,0.76,0.0,14.9,1.33,20.77,3.89,41.66,99.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Cerebra Int,computershardware,CEREBRAINT,CIT,http://www.moneycontrol.com/financials/cerebraintegratedtechnologies/balance-sheetVI/CIT#CIT,121.2,121.2,109.62,109.62,230.82,0.13,0.0,0.0,0.5,0.64,4.75,87.1,23.06,0.4,115.31,346.77,8.86,0.21,0.84,0.0,9.91,3.58,0.63,7.44,137.34,158.89,0.0,11.57,146.13,17.39,4.91,7.88,187.87,346.77,4.96,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.6,1.32,0.21,0.0,0.0,0.0
2,Compuage Info,computershardware,COMPUAGEINFO,CI29,http://www.moneycontrol.com/financials/compuageinfocom/balance-sheetVI/CI29#CI29,13.0,13.0,188.83,188.83,201.82,21.36,4.11,0.0,1.85,27.32,445.98,392.61,69.67,0.3,908.56,1137.71,50.09,0.01,0.0,0.0,50.1,1.49,0.0,0.0,0.02,51.61,0.0,337.95,554.26,79.64,5.06,109.19,1086.1,1137.71,8.57,0.0,0.0,0.0,0.0,183.23,0.0,0.0,184.45,3.99,0.0,1.49,0.0,0.0
3,D-Link India,computershardware,DLINKINDIA,DLI01,http://www.moneycontrol.com/financials/d-linkindia/balance-sheetVI/DLI01#DLI01,7.1,7.1,219.77,219.77,226.87,0.0,0.0,4.56,0.0,4.56,0.0,123.13,5.6,0.7,129.43,360.86,22.64,0.01,0.0,0.0,22.65,16.5,2.7,0.0,0.84,42.69,22.15,99.47,172.36,10.47,0.0,13.72,318.17,360.86,17.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,22.15
4,EuroMult,computershardware,EUROMULT,EM02,http://www.moneycontrol.com/financials/euromultivision/balance-sheetVI/EM02#EM02,23.8,23.8,-353.94,-353.94,-330.14,0.0,0.0,0.0,0.0,0.0,77.69,0.8,333.53,0.33,412.35,82.21,75.59,0.0,0.0,0.0,75.59,0.05,0.0,0.0,1.6,77.24,0.0,0.32,0.02,0.03,0.0,4.6,4.97,82.21,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
5,HCL Info,computershardware,HCLINFO,HCL,http://www.moneycontrol.com/financials/hclinfosystems/balance-sheetVI/HCL#HCL,65.84,65.84,-105.66,-105.66,-39.82,22.75,0.0,1.03,2.27,26.05,420.6,348.2,91.01,11.79,871.6,857.83,54.44,0.36,0.0,0.0,54.8,0.04,0.0,0.0,276.27,331.11,0.0,24.24,158.38,59.78,203.56,80.76,526.72,857.83,633.46,0.0,0.0,0.0,0.0,181.62,0.0,0.0,3.29,10.64,0.0,0.04,0.0,0.0
6,MRO-TEK,computershardware,MROTEK,MRO,http://www.moneycontrol.com/financials/mro-tekrealty/balance-sheetVI/MRO#MRO,9.34,9.34,-10.92,-10.92,-1.58,7.98,0.0,0.0,0.17,8.14,42.91,9.27,6.54,0.48,59.2,65.77,12.96,0.07,0.0,0.0,13.03,0.0,0.88,0.26,14.28,28.45,0.0,22.14,5.17,0.58,0.0,9.42,37.31,65.77,9.33,22.29,0.0,0.0,3.33,0.06,0.0,0.16,0.0,4.98,0.0,0.0,0.0,0.0
7,Redington,computershardware,REDINGTON,RI37,http://www.moneycontrol.com/financials/redington(india)/balance-sheetVI/RI37#RI37,77.82,77.82,1723.97,1723.97,1801.79,0.0,0.0,17.14,26.14,43.28,1172.3,2303.15,390.78,2.36,3868.59,5713.66,51.46,36.26,0.0,51.81,139.53,644.67,18.1,0.0,205.92,1008.22,0.0,1118.38,2805.58,617.58,0.0,163.9,4705.44,5713.66,113.59,4275.1,0.0,0.0,0.0,12.98,0.0,0.0,464.54,0.0,0.0,0.0,0.0,0.0
8,Smartlink Net,computershardware,SMARTLINKNET,SNS01,http://www.moneycontrol.com/financials/smartlinkholdings/balance-sheetVI/SNS01#SNS01,2.66,2.66,184.99,184.99,187.65,3.17,2.8,0.35,0.0,6.32,0.0,0.71,0.09,0.14,0.93,194.91,12.5,0.11,2.08,13.54,28.22,0.0,0.0,0.0,0.47,28.69,162.94,0.0,0.9,0.81,0.0,1.56,166.21,194.91,33.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.94,0.0,0.0
9,TVS Electronics,computershardware,TVSELECTRONICS,TVS02,http://www.moneycontrol.com/financials/tvselectronics/balance-sheetVI/TVS02#TVS02,18.65,18.65,61.97,61.97,80.62,0.0,0.02,6.3,1.37,7.69,14.43,53.12,15.16,7.27,89.98,178.29,21.64,15.61,0.0,0.0,38.36,0.96,0.0,0.0,30.03,69.35,0.19,30.67,42.54,14.05,0.0,21.49,108.94,178.29,2.87,0.0,0.0,0.0,0.0,60.68,0.0,0.78,0.0,0.0,0.0,0.96,0.0,0.0
0,3i Infotech,computerssoftware,3IINFOTECH,I11,http://www.moneycontrol.com/financials/3iinfotech/balance-sheetVI/I11#I11,1616.65,1616.65,-1128.16,-1128.16,488.49,739.61,0.0,57.91,5.0,802.52,13.08,42.34,1183.24,1.78,1240.44,2576.27,138.02,224.07,0.0,0.0,362.09,1199.84,0.0,40.83,172.69,1775.45,0.0,0.0,653.04,67.24,0.0,80.54,800.82,2576.27,347.86,0.0,0.0,0.0,0.0,7.25,0.0,0.0,111.94,84.79,0.0,1199.84,0.0,0.0
1,63 Moons Tech,computerssoftware,63MOONSTECH,FT02,http://www.moneycontrol.com/financials/63moonstechnologies/balance-sheetVI/FT02#FT02,9.22,9.22,2715.66,2715.66,2724.87,0.0,3.98,4.84,6.81,15.64,0.0,4.06,82.95,4.23,91.24,2831.75,219.74,6.39,0.0,108.69,334.82,894.87,0.0,0.27,297.19,1527.15,121.39,0.0,11.86,1056.81,5.18,109.36,1304.6,2831.75,270.07,0.0,0.0,0.0,0.0,1.21,0.0,0.0,1.14,0.0,0.0,1557.05,0.0,121.39
2,8K Miles Soft,computerssoftware,8KMILESSOFT,PMS01,http://www.moneycontrol.com/financials/8kmilessoftwareservices/balance-sheetVI/PMS01#PMS01,15.26,15.26,67.47,67.47,82.72,64.05,0.0,0.0,0.71,64.76,15.4,1.75,7.28,0.59,25.02,172.51,0.57,0.0,0.0,0.0,0.57,119.83,0.68,0.73,0.0,121.82,0.0,0.0,49.96,0.07,0.0,0.67,50.7,172.51,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,7.83,0.0,119.83,0.0,0.0
3,Sphere Global,computerssoftware,SPHEREGLOBAL,CC22,http://www.moneycontrol.com/financials/adroitinfotechlimited/balance-sheetVI/CC22#CC22,18.27,18.27,-11.96,-11.96,6.31,0.0,0.05,0.0,0.1,0.15,0.27,0.59,10.05,0.03,10.94,17.4,0.4,8.4,1.99,0.0,12.02,0.08,0.34,0.0,0.02,12.45,0.0,0.0,3.13,0.03,0.01,1.78,4.95,17.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0
4,AGC Networks,computerssoftware,AGCNETWORKS,AGC,http://www.moneycontrol.com/financials/agcnetworks/balance-sheetVI/AGC#AGC,29.75,29.75,57.04,57.04,88.95,0.0,0.0,24.28,6.85,31.13,93.82,62.69,60.54,0.57,217.62,337.7,23.55,0.6,0.0,0.0,24.15,48.72,0.0,1.63,78.01,152.51,0.0,10.0,77.11,2.92,19.02,76.14,185.19,337.7,129.59,0.0,0.0,0.0,0.0,15.72,0.0,0.0,49.65,14.23,0.0,48.72,0.0,0.0
5,COFORGE LTD.,computerssoftware,COFORGELTD,NII02,http://www.moneycontrol.com/financials/coforgelimited/balance-sheetVI/NII02#NII02,62.5,62.5,1912.6,1912.6,1975.1,4.5,0.0,26.1,47.0,77.6,0.0,138.2,142.5,12.7,293.4,2346.1,394.3,17.7,0.3,0.0,412.3,825.5,109.5,0.0,38.9,1386.2,11.7,0.0,401.2,443.4,0.0,103.6,959.9,2346.1,23.6,0.0,0.0,0.0,0.0,948.6,0.0,0.0,2120.7,19.56,0.0,825.5,11.7,0.0
6,Cyient,computerssoftware,CYIENT,IE07,http://www.moneycontrol.com/financials/cyient/balance-sheetVI/IE07#IE07,55.0,55.0,2043.3,2043.3,2098.3,0.0,0.0,101.4,83.4,184.8,0.0,258.4,114.9,16.3,389.6,2672.7,407.3,28.2,1.4,0.0,498.2,510.7,27.4,100.2,125.8,1262.3,0.0,0.0,565.8,583.7,43.6,217.3,1410.4,2672.7,1134.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,1328.0,44.19,0.0,510.7,0.0,0.0
7,Ducon Infratech,computerssoftware,DUCONINFRATECH,DT9,http://www.moneycontrol.com/financials/duconinfratechnologies/balance-sheetVI/DT9#DT9,10.47,10.47,68.95,68.95,79.42,0.0,0.0,8.58,0.45,9.03,122.77,51.43,13.39,0.0,187.6,276.04,0.64,0.0,0.0,0.0,0.64,5.03,0.0,8.71,0.0,14.39,0.0,0.0,250.19,6.42,0.24,4.81,261.65,276.04,42.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,0.0,0.0
8,Expleo Solution,computerssoftware,EXPLEOSOLUTION,TGS01,http://www.moneycontrol.com/financials/expleosolutions/balance-sheetVI/TGS01#TGS01,10.25,10.25,104.87,104.87,115.25,0.0,0.0,6.54,1.1,7.63,0.0,29.57,31.04,0.35,60.96,183.85,25.94,0.03,0.0,0.0,25.98,4.02,1.38,1.7,7.65,40.72,0.0,0.0,64.48,69.99,0.48,8.16,143.12,183.85,90.72,0.0,0.0,0.0,0.0,46.91,0.0,0.0,158.32,7.43,0.0,0.0,0.0,0.0
9,HCL Tech,computerssoftware,HCLTECH,HCL02,https://www.moneycontrol.com/financials/hcltech/balance-sheetVI/HCL02#HCL02,543.0,543.0,36753.0,36753.0,37296.0,160.0,0.0,1343.0,775.0,2278.0,0.0,2273.0,11499.0,169.0,13941.0,53515.0,4571.0,18050.0,311.0,0.0,22932.0,4207.0,1997.0,0.0,849.0,29985.0,6668.0,14.0,7504.0,1291.0,3391.0,4662.0,23530.0,53515.0,318.0,0.0,344.0,344.0,163.0,6913.0,224.0,0.0,29195.0,482.74,0.0,4207.0,3691.0,2977.0
10,Hinduja Global,computerssoftware,HINDUJAGLOBAL,HGS01,http://www.moneycontrol.com/financials/hindujaglobalsolutions/balance-sheetVI/HGS01#HGS01,20.87,20.87,1660.69,1660.69,1682.12,113.05,0.0,632.46,123.17,868.68,84.21,148.58,289.22,32.18,554.18,3104.98,841.32,62.9,0.02,0.0,904.24,393.58,80.59,301.47,136.21,1816.09,5.54,0.0,798.43,86.76,340.0,58.16,1288.89,3104.98,293.49,0.0,0.0,0.0,0.0,11.6,0.0,0.0,1028.25,0.0,0.0,399.12,0.0,0.0
11,Infosys,computerssoftware,INFOSYS,IT,http://www.moneycontrol.com/financials/infosys/balance-sheetVI/IT#IT,2129.0,2129.0,60105.0,60105.0,62234.0,0.0,556.0,3031.0,0.0,3587.0,0.0,1529.0,13185.0,506.0,15220.0,81041.0,11092.0,2882.0,945.0,0.0,14919.0,13916.0,1429.0,298.0,6659.0,37221.0,4006.0,0.0,15459.0,13562.0,307.0,10486.0,43820.0,81041.0,4730.0,0.0,0.0,0.0,0.0,44254.0,0.0,77974.0,0.0,2117.09,4048.0,0.0,1101.0,13068.0
12,Innovana,computerssoftware,INNOVANA,IT06,http://www.moneycontrol.com/financials/innovanathinklabs/balance-sheetVI/IT06#IT06,10.25,10.25,27.76,27.76,38.01,0.57,0.0,0.0,0.0,0.57,0.0,7.51,36.4,0.0,43.91,82.49,11.27,0.0,0.0,0.0,11.27,21.84,0.03,5.92,0.0,39.06,0.0,0.0,0.0,28.07,0.83,14.53,43.43,82.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Intellect Desig,computerssoftware,INTELLECTDESIG,IDA,http://www.moneycontrol.com/financials/intellectdesignarena/balance-sheetVI/IDA#IDA,66.17,66.17,826.91,826.91,893.08,34.71,0.0,29.96,0.0,64.67,185.22,166.74,179.6,33.33,564.89,1522.63,143.53,83.75,4.3,0.0,441.8,93.41,28.15,7.11,111.76,682.23,16.57,0.0,445.54,42.52,4.9,330.87,840.4,1522.63,53.0,0.0,0.0,0.0,0.0,76.26,0.0,0.0,573.89,0.0,0.01,0.31,0.0,16.57
14,Keerti Knowledg,computerssoftware,KEERTIKNOWLEDG,KKS,http://www.moneycontrol.com/financials/keertiknowledgeskills/balance-sheetVI/KKS#KKS,3.29,3.29,7.38,7.38,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.31,0.34,11.01,0.41,0.0,0.0,0.0,0.41,0.62,0.03,4.84,0.3,6.2,0.0,0.0,2.43,1.61,0.55,0.22,4.81,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,L&T Technology,computerssoftware,LTTECHNOLOGY,LTS,http://www.moneycontrol.com/financials/lttechnologyservices/balance-sheetVI/LTS#LTS,20.9,20.9,2563.8,2563.8,2620.0,0.0,0.0,481.1,0.0,481.1,23.9,187.0,607.2,162.5,980.6,4081.7,543.0,416.5,8.7,0.0,968.2,157.4,36.6,0.0,139.7,1301.9,607.8,0.0,1321.2,227.1,9.3,614.4,2779.8,4081.7,159.7,0.0,0.0,0.0,0.0,2692.1,0.0,0.0,4777.1,0.0,0.0,126.4,607.8,0.0
16,L&T Infotech,computerssoftware,LTINFOTECH,LI12,http://www.moneycontrol.com/financials/larsentoubroinfotech/balance-sheetVI/LI12#LI12,17.4,17.4,5211.4,5211.4,5228.8,0.0,0.0,970.8,32.5,1003.3,0.0,684.2,1152.3,248.1,2084.6,8316.7,1116.1,35.4,38.1,0.0,1191.5,655.0,213.5,55.1,215.1,2330.2,2218.5,0.0,2176.7,371.4,16.4,1203.5,5986.5,8316.7,718.0,0.0,0.0,0.0,0.0,4607.1,0.0,0.0,9530.5,0.0,0.0,655.0,0.0,102.2
17,Mastek,computerssoftware,MASTEK,M,http://www.moneycontrol.com/financials/mastek/balance-sheetVI/M#M,12.14,12.14,234.75,234.75,269.12,1.13,0.0,9.87,9.9,20.9,0.0,1.12,43.01,2.11,46.24,336.26,33.18,2.0,1.67,4.85,41.7,52.47,28.16,0.88,21.46,144.67,121.9,0.0,25.61,20.82,0.13,23.13,191.59,336.26,341.81,0.0,0.0,0.0,0.0,2.71,0.0,0.0,184.5,9.84,0.0,38.44,0.0,23.25
